,full_name,pasport_number,card_number,train_number,from_station,to_station,wagon_seat,price,departure,arrival
6197,Марина Эльдаровна Уварова,8423 347987,4552115400598160,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6198,Щукина Юлия Богдановна,4074 968830,4543770516593485,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6199,Валерия Николаевна Гордеева,7162 301806,5242769427467924,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6200,Клавдий Евстигнеевич Наумов,0581 761417,2242764366735786,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6201,Филатова Агата Михайловна,2775 277984,5242763613140467,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6202,Третьяков Кирилл Юльевич,3350 596906,4542769444588491,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6203,Алина Леонидовна Суворова,7247 221358,4542760507787411,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6204,Осипова Жанна Сергеевна,5445 395405,4542760548725009,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6205,Мамонтова Агата Львовна,1720 518719,2242761765975308,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6206,Горбачева Зинаида Антоновна,2094 111910,4542767616470638,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6207,Нонна Ефимовна Веселова,4207 234277,2242767831119112,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6208,Красильников Савелий Бенедиктович,4562 106220,4543778470459783,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6209,Воронцов Всеволод Валерьевич,4646 612352,4552119954093493,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6210,Абрамов Осип Арсенович,1293 353472,4543771624770267,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6211,Мечислав Игнатьевич Колобов,8415 878465,2242761664556202,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6212,Алевтина Харитоновна Савина,6546 668867,2242769094943545,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6213,Горбунова Нина Федоровна,3167 085752,4542768248333100,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6214,Сорокин Гостомысл Давыдович,6125 242932,2242769458980671,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6215,Доброслав Тимурович Баранов,6460 759865,5243777432523434,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6216,Орехова Наина Аскольдовна,1625 368005,4542769661765146,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6217,Юдина Ангелина Ивановна,8121 213915,5242766661099801,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6218,Алексеева Жанна Кузьминична,7566 651519,4542769699707254,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6219,Автоном Анисимович Гурьев,2252 751833,5243776710818170,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6220,Сергеев Мирослав Анисимович,3571 550258,2243779547872428,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6221,Ширяева Милица Юрьевна,2056 698262,5242766773892297,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6222,Матвеева Анастасия Филипповна,8129 455802,5242766688958822,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6223,Петухова Варвара Константиновна,3532 071828,5243774904505384,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6224,Петров Ратибор Ануфриевич,1336 031147,2252112027033004,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6225,Конон Фролович Новиков,4028 308671,4552114215951814,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6226,Сила Димитриевич Фролов,4618 675168,4542760122600502,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6227,Александров Ипат Геннадиевич,2852 027243,2240420411081423,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6228,Марина Степановна Цветкова,4475 831996,4542768120491840,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6229,Венедикт Евсеевич Князев,7626 090310,4542760981332016,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6230,Зайцев Егор Устинович,5011 667816,4540425952092492,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6231,Носов Геннадий Борисович,1014 716812,2252046029370627,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6232,Ксения Альбертовна Носкова,0053 305753,5240426994570374,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6233,Герасимова Вероника Вениаминовна,1662 055160,5252047592352187,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6234,Ананий Ефимович Борисов,7520 362246,4542761976238396,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6235,Журавлев Владимир Еремеевич,0243 972854,4542765815314576,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6236,Шарова Полина Антоновна,5479 860877,4540426712045567,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6237,Всеслав Андреевич Туров,2109 490923,4542763246762788,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6238,Тамара Тарасовна Силина,2025 165656,2243774212318694,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6239,Тамара Филипповна Селиверстова,0379 520495,2243778716668589,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6240,Светлана Аркадьевна Соловьева,9580 634841,2242765797391429,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6241,Лазарев Орест Игоревич,8332 226049,4542769404230184,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6242,Мясникова Варвара Львовна,8677 235566,5240423530085518,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6243,Уварова Евфросиния Богдановна,6976 193661,5243773055676824,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6244,Никонов Изот Анисимович,1133 166425,5242761707047365,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6245,Гущин Мечислав Ефремович,0299 352867,5243770415647366,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6246,Фадеев Митофан Данилович,1182 863687,5243770094170514,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6247,Оксана Рубеновна Галкина,7449 861672,2240428964699409,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6248,Эраст Антипович Лебедев,5675 571141,5243775690725747,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6249,Шарова Олимпиада Максимовна,2216 927289,4543778436113657,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6250,Дорофеева Марфа Львовна,9316 928251,5240423045027956,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6251,Пелагея Игоревна Крюкова,3759 292369,4552043554119483,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6252,Лаврентьева Лидия Кирилловна,1548 238540,5242768666782267,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6253,Виктор Якубович Архипов,2175 815880,4542762352518791,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6254,Соловьев Аггей Игоревич,0390 263003,2242762946318390,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6255,Панфилова Любовь Эдуардовна,6759 474752,4543777569460254,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6256,Элеонора Богдановна Аксенова,6813 960282,4542765820302909,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6257,Одинцова Людмила Семеновна,8265 513170,4542767750045070,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6258,тов. Симонов Болеслав Ильясович,9679 645180,5252117303792654,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6259,Соболева Оксана Ждановна,5800 310498,4542763993880185,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6260,Котов Евдоким Абрамович,6543 021845,4542762006431706,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6261,Мстислав Феофанович Князев,8371 445676,5252117367308601,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6262,Лобанова Фёкла Николаевна,6707 632102,5242762695799879,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6263,Тихонова Евдокия Геннадиевна,4226 662397,4542762389795074,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6264,Яковлева Валентина Павловна,0099 532971,4542760857161853,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6265,Мишин Бронислав Измаилович,5878 976241,4542762211102899,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6266,Евфросиния Вадимовна Антонова,5149 281708,5243770487027436,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6267,Пелагея Валериевна Устинова,0258 318165,4542767221653832,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6268,Агафья Мироновна Волкова,4207 367545,5242764721307206,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6269,Александрова Клавдия Вадимовна,5038 844430,5252113884082996,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6270,Носова Светлана Афанасьевна,1589 834139,5240425745344688,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
